CHAPTER 20: Problems on Trains
SECTION: EXERCISE (objective MCQs)
Questions 17-61
m/sec.
18
9




×
=








	
	 Let the length of the other train be x metres.
	
	 Then, 
270
500
9
9
x +
=
	
	 ⇔ x + 270 = 500 ⇔ x = 230.

45. Let the speed of each train be x m/sec. Then, relative 
speed of the two trains = 2x m/sec.
	
	 So, 2x = (120
120)
2
20

46. Let the speed of the second train be x m/sec.
 
 Speed of the first train = 60 kmph
	
	 	
	
= 
5
50
60
m/sec. =
m/sec.
18
3




×








	
	 Relative speed of the two trains = 
50
m/sec.
3
x


+




	
	 \ 
+
+
+
=
⇔
=
180
270
3
50
50
4500
3
10.8
3
108
x
x
	
	


⇔
+
=
×
=




4500
3
50
3
125
108
x
	
	 ⇔ 3x = 75 ⇔ x = 25.
	
	 Hence, speed of second train = 25 m/sec
	
	 	
	
= 
18
25
kmph = 90 kmph.
5


×





47. Speed of the first train = 
120
m/sec = 12 m/sec.
10






	
	 Speed of the second train = 
120
m/sec
8 m/sec.
15


=




 
	
	 Relative speed = (12 + 8) m / sec = 20 m / sec.
	
	 \ Required time = (120
120) sec
12 sec.
20
+
=

48. Let the speed of the second train be x km/hr.
	
	 Relative speed = (x + 50) km/hr
	
	 	
	
= 
250
5
5
(
50)
m/sec
m/sec.
18
18
x
x
+




+
×
= 







	
	 Distance covered = (108 + 112) = 220 m.
	
	 \ 
220
250
5
18
x
+






 = 6 ⇔ 250 + 5x = 660 ⇔ x = 82 km/hr.

49. Relative speed of the trains	
	
	
	
 = 
100
200
5
m/sec =
m/sec.
2
60
2
+








×





624	
QUANTITATIVE APTITUDE
	
	 Speed of train B = 120 kmph
	
	 	
	
 = 
5
100
120
m/sec =
m/sec.
18
3




×








	
	 Let the speed of second train be x m/sec.
	
	 Then, 
100
5
5
100
215
–
m/sec.
3
2
2
3
6
x
x




=
⇔
=
+
=








	
	 \ Speed of second train = 
215
18 kmph = 129 mph.
6
5


×





50. Relative speed = (65 – 29) km/hr = 36 km/hr
	
	 	
	
= 
5
36
m/sec = 10 m/sec.
18


×




	
	 Length of faster train = (10 × 16) m = 160 m.

51. (
)
u
v
u
v
+
⇒
+
=
+
	
	 Time taken to cross the train, running in same direction 
= 
1
2
(
) sec.
(
)
l
l
u
v
+
−
	
	 ⇒ 
(210
300)
50
30
17
m/sec.
5
3
60
18
u
u
+


=
⇒
=
+






−
×




	
	 Thus, u and v can be obtained.
	
	 ∴	
Correct answer is (e).

PROBLEMS ON TRAINS	
631

52. 2 kmph = 

×
=




5
5
2
m/sec
m/sec
18
9
	
	
= 10
and 4 kmph
m/sec.
9
	
	 Let the length of the train be x metres and its speed be 
y m/sec.
	
	 Then, 
9 and

53. 4.5 km/hr = 
5
5
4.5
m/sec
m/sec
1.25 m/sec, and
18
4


×
=
=




	
	 5.4 km/hr = 
5
3
5.4
m/sec
m/sec
1.5 m/sec.
18
2


×
=
=




	
	 Let the speed of the train be x m/sec.
	
	 Then, (x – 1.25) × 8.4 = (x – 1.5) × 8.5 
	
	 ⇔ 8.4 x – 10.5 = 8.5 x – 12.75
	
	 ⇔ 0.1 x = 2.25 ⇔ x = 22.5.
	
	 \ Speed of the train = 
18
22.5
km/hr
81 km/hr.
5


×
=





54. Let the length of the train be x metres and its speed by 
m/sec.
 
 Speed of first man = 6 km/hr = 
5
5
6
m/sec =
m/sec.
18
3


×




	
	 Speed of second man
	
	 	
	
= 
1
15
5
25
7
km/hr =
m/sec =
m/sec.
2
2
18
12




×








	
	 ­Then, 
11
5 and
5
25
2
–
–
3
12
x
x
y
y
=
=












	
	 ⇔ 
x = 
25
11
275
5
–
and
=
–
3
2
24
y
x
y
 
	
	 ⇔ 
25
11
275
5
–
–
3
2
24
y
y
=
	
	 ⇔  
275
25
75
25
25
–
.
2
24
3
24
8
4
y
y
=
=
=
⇔
=
	
	 \ x = 
375
100
25
25
125
25
275

55. Let the length of the train be x metres and its speed be 
y m/s.
	
	 Then, 
and
–
– (
1)
x
x
b
y
a
y
a
=
+
 = (b + 1)
	
	 ⇔ x = b (y – a) and x = (b + 1) (y – a – 1)
	
	 ⇔ b (y – a) = (b + 1) (y – a – 1)
	
	 ⇔ by – ba = by – ba – b + y – a – 1
	
	 ⇔ y = (a + b + 1).

56. Let the speed of the slower train be x m/sec.
	
	 Then, speed of the faster train = 2x m/sec.
	
	 Relative speed = (x + 2x) m/sec = 3x m/sec.
	
	 \ (100
100)
25
3
24

57. Speed of first train = 
150
m/sec
10 m/sec.
15


=




	
	 Let the speed of second train be x m/sec.
	
	 Relative speed = (10 + x) m/sec.
	
	 \ 
300
12
10
x =
+
 ⇔ 300 = 120 + 12x
	
	 ⇔ 12x = 180
	
	 ⇔ x = 180
15 m/sec.
12 =
	
	 Hence, speed of other train = 
18
15
kmph
5


×




 = 54 kmph.

58. Let the length of the train be x metres.
	
	 Then, distance covered in passing the cyclist = (x + 1) m.
	
	 \ x + 1 = (15 – 5) × 20 = 200 ⇔ x = 199 m. 
	
	 So, required time = 
(
1)
200
sec =
sec  = 10 sec.
15
5
20
x +








+





59. Let the length of each train be x metres.
 
 Then, speed of first train = 
m/sec.
3
x






 Speed of second 

PROBLEMS ON TRAINS	
625
train = 
m/sec.
4
x






	
	 \ Required time = 
2
sec =
sec
7
3
4
12
x
x
x
x
x
x
+














+














	
	 	
	
	
= 
12
24
3
2
sec =
sec = 3
sec.
7
7
7


×





60. Let the length of the first train be x metres.
	
	 Then, the length of second train is 
metres.
2
x






	
	 Relative speed = (48 + 42) kmph
	
	 	
	
	
= 
5
90
m/sec
25 m/sec.
18


×
=




	
	 \ 
3
2
12 or
300 or

61. Let the speed of the two trains be x m/sec and y m/sec 
respectively. Then, length of the first train = 27x metres, 
and length of the second train = 17y metres.
	
	 \ 27
17
x
y
x
y
+
+
 = 23
	
	 ⇔ 27x + 17y = 23x + 23y
	
	 ⇔ 4x = 6y ⇔
